gene_standard_name,gene_name,gene_primary_dbid,cross_ref_id,homolog_standard_name,homolog_systematic_name,homolog_name,disease_identifier,disease_name,data_source,homolog_algorithm,homolog_algorithm_matches,homolog_algorithm_attempts
C1QBP,"complement component 1, q subcomponent binding protein",708,601269,MAM33,YIL070C,Mitochondrial Acidic Matrix protein,,,DiOPT,Ensembl Compara|Hieranoid|PANTHER,3,9
CAMK2D,calcium/calmodulin-dependent protein kinase II delta,817,607708,RCK1,YGL158W,Radiation sensitivity Complementing Kinase,,,DiOPT,PhylomeDB|Ensembl Compara,2,9
CAMK2D,calcium/calmodulin-dependent protein kinase II delta,817,607708,RCK2,YLR248W,Radiation sensitivity Complementing Kinase,,,DiOPT,PhylomeDB|Ensembl Compara,2,9
CAPZA1,"capping protein (actin filament) muscle Z-line, alpha 1",829,601580,CAP1,YKL007W,CAPping,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CAPZB,"capping protein (actin filament) muscle Z-line, beta",832,601572,CAP2,YIL034C,CAPping,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CBS,cystathionine-beta-synthase,875,613381,CYS4,YGR155W,CYStathionine beta-synthase,236200,HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCNA2,cyclin A2,890,123835,CLN1,YMR199W,CycLiN,,,DiOPT,Ensembl Compara|PANTHER,2,9
CCNA2,cyclin A2,890,123835,CLN2,YPL256C,CycLiN,,,DiOPT,Ensembl Compara|PANTHER,2,9
CCNA2,cyclin A2,890,123835,CLN3,YAL040C,CycLiN,,,DiOPT,PANTHER|Ensembl Compara,2,9
CCNB1,cyclin B1,891,123836,CLB1,YGR108W,CycLin B,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
CCNB1,cyclin B1,891,123836,CLB2,YPR119W,CycLin B,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,7,9
CCNB1,cyclin B1,891,123836,CLB3,YDL155W,CycLin B,,,DiOPT,OrthoInspector|OrthoFinder|Ensembl Compara|Hieranoid,4,9
CCNB1,cyclin B1,891,123836,CLB4,YLR210W,CycLin B,,,DiOPT,Hieranoid|PhylomeDB|Ensembl Compara|OrthoFinder,4,9
CCNE1,cyclin E1,898,123837,CLN1,YMR199W,CycLiN,,,DiOPT,PANTHER|Ensembl Compara,2,9
CCNE1,cyclin E1,898,123837,CLN2,YPL256C,CycLiN,,,DiOPT,Ensembl Compara|PANTHER,2,9
CCNE1,cyclin E1,898,123837,CLN3,YAL040C,CycLiN,,,DiOPT,Ensembl Compara|PANTHER,2,9
CCS,copper chaperone for superoxide dismutase,9973,603864,CCS1,YMR038C,Copper Chaperone for SOD1,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|Hieranoid|OMA|Ensembl Compara,6,9
CCT2,"chaperonin containing TCP1, subunit 2 (beta)",10576,605139,CCT2,YIL142W,Chaperonin Containing TCP-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCT3,"chaperonin containing TCP1, subunit 3 (gamma)",7203,600114,CCT3,YJL014W,Chaperonin Containing TCP-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCT4,"chaperonin containing TCP1, subunit 4 (delta)",10575,605142,CCT4,YDL143W,Chaperonin Containing TCP-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCT5,"chaperonin containing TCP1, subunit 5 (epsilon)",22948,610150,CCT5,YJR064W,Chaperonin Containing TCP-1,256840,"NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCT6A,"chaperonin containing TCP1, subunit 6A (zeta 1)",908,104613,CCT6,YDR188W,Chaperonin Containing TCP-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CCT6B,"chaperonin containing TCP1, subunit 6B (zeta 2)",10693,610730,CCT6,YDR188W,Chaperonin Containing TCP-1,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
CDC23,cell division cycle 23,8697,603462,CDC23,YHR166C,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CDC42,cell division cycle 42,998,116952,CDC42,YLR229C,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CDC45,cell division cycle 45,8318,603465,CDC45,YLR103C,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
CDC5L,cell division cycle 5-like,988,602868,CEF1,YMR213W,CErevisiae homolog of cdc Five,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid|Ensembl Compara,6,9
CDC6,cell division cycle 6,990,602627,CDC6,YJL194W,Cell Division Cycle,613805,MEIER-GORLIN SYNDROME 5; MGORS5,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CDK1,cyclin-dependent kinase 1,983,116940,CDC28,YBR160W,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|SonicParanoid,5,9
CENPC,centromere protein C,1060,117141,MIF2,YKL089W,MItotic Fidelity of chromosome transmission,,,DiOPT,PANTHER|Ensembl Compara|OrthoFinder,3,9
CFL1,cofilin 1 (non-muscle),1072,601442,COF1,YLL050C,COFilin,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,7,9
CH25H,cholesterol 25-hydroxylase,9023,604551,SUR2,YDR297W,SUppressor of Rvs161 and rvs167 mutations,,,DiOPT,Ensembl Compara|OrthoFinder,2,9
CHAF1B,"chromatin assembly factor 1, subunit B (p60)",8208,601245,CAC2,YML102W,Chromatin Assembly Complex,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CHD2,chromodomain helicase DNA binding protein 2,1106,602119,CHD1,YER164W,"Chromatin organization modifier, Helicase, and DNA-binding domains",615369,"EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
CHI3L1,chitinase 3-like 1 (cartilage glycoprotein-39),1116,601525,CTS2,YDR371W,ChiTinaSe,611960,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7; ASRT7",DiOPT,OrthoInspector|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,6,9
CHI3L1,chitinase 3-like 1 (cartilage glycoprotein-39),1116,601525,CTS2,YDR371W,ChiTinaSe,181500,SCHIZOPHRENIA; SCZD,DiOPT,OrthoInspector|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,6,9
CHMP4A,charged multivesicular body protein 4A,29082,610051,SNF7,YLR025W,Sucrose NonFermenting,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA,7,9
CHMP4B,charged multivesicular body protein 4B,128866,610897,SNF7,YLR025W,Sucrose NonFermenting,605387,"CATARACT 31, MULTIPLE TYPES; CTRCT31",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA,7,9
CHMP5,charged multivesicular body protein 5,51510,610900,VPS60,YDR486C,Vacuolar Protein Sorting,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
CKS2,CDC28 protein kinase regulatory subunit 2,1164,116901,CKS1,YBR135W,Cdc28 Kinase Subunit,,,DiOPT,OrthoInspector|PANTHER|InParanoid|SonicParanoid|Ensembl Compara,5,9
CLK1,CDC-like kinase 1,1195,601951,KNS1,YLL019C,Kinase Next to SPA2,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
CLK2,CDC-like kinase 2,1196,602989,KNS1,YLL019C,Kinase Next to SPA2,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
CLK4,CDC-like kinase 4,57396,607969,KNS1,YLL019C,Kinase Next to SPA2,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit,10845,615611,MCX1,YBR227C,Mitochondrial ClpX,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
CLTA,"clathrin, light chain A",1211,118960,CLC1,YGR167W,Clathrin Light Chain,,,DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
CLTC,"clathrin, heavy chain (Hc)",1213,118955,CHC1,YGL206C,Clathrin Heavy Chain,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CNIH1,cornichon family AMPA receptor auxiliary protein 1,10175,611287,ERV14,YGL054C,ER Vesicle,,,DiOPT,OMA|PANTHER|OrthoFinder,3,9
CNIH1,cornichon family AMPA receptor auxiliary protein 1,10175,611287,ERV15,YBR210W,ER Vesicle Protein,,,DiOPT,OMA|PANTHER|OrthoFinder,3,9
CNN1,"calponin 1, basic, smooth muscle",1264,600806,SCP1,YOR367W,S. cerevisiae CalPonin,,,DiOPT,OrthoInspector|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,5,9
CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3,26505,607804,MAM3,YOL060C,,,,DiOPT,OrthoInspector|SonicParanoid|Ensembl Compara,3,9
CNOT2,"CCR4-NOT transcription complex, subunit 2",4848,604909,CDC36,YDL165W,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|SonicParanoid,5,9
CNOT4,"CCR4-NOT transcription complex, subunit 4",4850,604911,MOT2,YER068W,Modulator Of Transcription,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid,7,9
CNOT6,"CCR4-NOT transcription complex, subunit 6",57472,608951,CCR4,YAL021C,Carbon Catabolite Repression,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
CNOT6,"CCR4-NOT transcription complex, subunit 6",57472,608951,NGL1,YOL042W,,,,DiOPT,OMA|PANTHER|OrthoFinder,3,9
COPB1,"coatomer protein complex, subunit beta 1",1315,600959,SEC26,YDR238C,SECretory,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
COPE,"coatomer protein complex, subunit epsilon",11316,606942,SEC28,YIL076W,SECretory,,,DiOPT,PhylomeDB|PANTHER|OrthoFinder|InParanoid|Ensembl Compara,5,9
COQ2,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase,27235,609825,COQ2,YNR041C,COenzyme Q,146500,"MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO; MSA1",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
COQ2,coenzyme Q2 4-hydroxybenzoate polyprenyltransferase,27235,609825,COQ2,YNR041C,COenzyme Q,607426,"COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
COQ7,"coenzyme Q7 homolog, ubiquinone (yeast)",10229,601683,CAT5,YOR125C,CATabolite repression,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CORO1A,"coronin, actin binding protein, 1A",11151,605000,CRN1,YLR429W,CoRoNin,615401,IMMUNODEFICIENCY 8; IMD8,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
CORO1C,"coronin, actin binding protein, 1C",23603,605269,CRN1,YLR429W,CoRoNin,,,DiOPT,OrthoInspector|PANTHER|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,6,9
COX5A,cytochrome c oxidase subunit Va,9377,603773,COX6,YHR051W,Cytochrome c OXidase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CRY2,cryptochrome circadian clock 2,1408,603732,PHR1,YOR386W,PHotoreactivation Repair deficient,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid,3,9
CRYM,"crystallin, mu",1428,123740,,YGL159W,,616357,"DEAFNESS, AUTOSOMAL DOMINANT 40; DFNA40",DiOPT,OrthoInspector|PhylomeDB|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,6,9
CRYZ,"crystallin, zeta (quinone reductase)",1429,123691,ZTA1,YBR046C,ZeTA-crystallin,,,DiOPT,Hieranoid|PhylomeDB|Ensembl Compara,3,9
CSE1L,CSE1 chromosome segregation 1-like (yeast),1434,601342,CSE1,YGL238W,Chromosome SEgregation,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CTNS,"cystinosin, lysosomal cystine transporter",1497,606272,ERS1,YCR075C,ERd Suppressor,219800,"CYSTINOSIS, NEPHROPATHIC; CTNS",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
CTNS,"cystinosin, lysosomal cystine transporter",1497,606272,ERS1,YCR075C,ERd Suppressor,219900,"CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
CTNS,"cystinosin, lysosomal cystine transporter",1497,606272,ERS1,YCR075C,ERd Suppressor,219750,"CYSTINOSIS, ADULT NONNEPHROPATHIC",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,8,9
CTSA,cathepsin A,5476,613111,ATG42,YBR139W,AuTophaGy,256540,GALACTOSIALIDOSIS; GSL,DiOPT,InParanoid|OrthoInspector|SonicParanoid,3,9
CTSA,cathepsin A,5476,613111,PRC1,YMR297W,PRoteinase C,256540,GALACTOSIALIDOSIS; GSL,DiOPT,InParanoid|OrthoInspector|SonicParanoid|Ensembl Compara,4,9
CTSD,cathepsin D,1509,116840,PEP4,YPL154C,carboxyPEPtidase Y-deficient,610127,"CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CUL1,cullin 1,8454,603134,CDC53,YDL132W,Cell Division Cycle,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CUL3,cullin 3,8452,603136,CUL3,YGR003W,CULlin,614496,"PSEUDOHYPOALDOSTERONISM, TYPE IIE; PHA2E",DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
CXXC1,CXXC finger protein 1,30827,609150,SPP1,YPL138C,"Set1c, Phd finger Protein",,,DiOPT,OrthoInspector|PANTHER|OrthoFinder,3,9
CYB5R3,cytochrome b5 reductase 3,1727,613213,AIM33,YML087C,Altered Inheritance rate of Mitochondria,250800,METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE,DiOPT,OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,5,9
CYB5R3,cytochrome b5 reductase 3,1727,613213,CBR1,YIL043C,Cytochrome b Reductase,250800,METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE,DiOPT,OrthoInspector|PANTHER|Hieranoid|OMA|SonicParanoid|Ensembl Compara,6,9
CYB5R3,cytochrome b5 reductase 3,1727,613213,PGA3,YML125C,Processing of Gas1p and ALP,250800,METHEMOGLOBINEMIA DUE TO DEFICIENCY OF METHEMOGLOBIN REDUCTASE,DiOPT,OrthoInspector|OrthoFinder|InParanoid|OMA|SonicParanoid|Ensembl Compara,6,9
CYCS,"cytochrome c, somatic",54205,123970,CYC1,YJR048W,CYtochrome C,612004,THROMBOCYTOPENIA 4; THC4,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CYCS,"cytochrome c, somatic",54205,123970,CYC7,YEL039C,CYtochrome C,612004,THROMBOCYTOPENIA 4; THC4,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
CYTH1,cytohesin 1,9267,182115,SYT1,YPR095C,Suppressor of ypt3,,,DiOPT,PANTHER|Ensembl Compara,2,9
CYTH2,cytohesin 2,9266,602488,SYT1,YPR095C,Suppressor of ypt3,,,DiOPT,PANTHER|Ensembl Compara,2,9
DAD1,defender against cell death 1,1603,600243,OST2,YOR103C,OligoSaccharylTransferase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DCAF13,DDB1 and CUL4 associated factor 13,25879,616196,SOF1,YLL011W,Suppressor Of Fibrillarin,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DCTN2,dynactin 2 (p50),10540,607376,JNM1,YMR294W,Just Nuclear Migration,,,DiOPT,Hieranoid|PANTHER|OrthoFinder,3,9
DDX19B,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B,11269,605812,DBP5,YOR046C,Dead Box Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DDX23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,9416,612172,PRP28,YDR243C,Pre-mRNA Processing,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
DDX5,DEAD (Asp-Glu-Ala-Asp) box helicase 5,1655,180630,DBP2,YNL112W,Dead Box Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
DDX56,DEAD (Asp-Glu-Ala-Asp) box helicase 56,54606,608023,DBP9,YLR276C,Dead Box Protein,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DENR,density-regulated protein,8562,604550,TMA22,YJR014W,Translation Machinery Associated,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DERL1,derlin 1,79139,608813,DFM1,YDR411C,Der1-like Family Member,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,6,9
DERL2,derlin 2,51009,610304,DFM1,YDR411C,Der1-like Family Member,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|Ensembl Compara,4,9
DERL3,derlin 3,91319,610305,DFM1,YDR411C,Der1-like Family Member,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|Ensembl Compara,4,9
DHX29,DEAH (Asp-Glu-Ala-His) box polypeptide 29,54505,612720,,YLR419W,,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid|PANTHER,4,9
DIAPH2,diaphanous-related formin 2,1730,300108,BNI1,YNL271C,Bud Neck Involved,300511,PREMATURE OVARIAN FAILURE 2A; POF2A,DiOPT,InParanoid|PhylomeDB|SonicParanoid|Ensembl Compara,4,9
DIAPH2,diaphanous-related formin 2,1730,300108,BNR1,YIL159W,BNi1 Related,300511,PREMATURE OVARIAN FAILURE 2A; POF2A,DiOPT,InParanoid|PhylomeDB|SonicParanoid|Ensembl Compara,4,9
DIAPH3,diaphanous-related formin 3,81624,614567,BNI1,YNL271C,Bud Neck Involved,609129,"AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1; AUNA1",DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
DIAPH3,diaphanous-related formin 3,81624,614567,BNR1,YIL159W,BNi1 Related,609129,"AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1; AUNA1",DiOPT,InParanoid|SonicParanoid|Ensembl Compara,3,9
DIP2B,disco-interacting protein 2 homolog B,57609,611379,CMR2,YOR093C,Changed Mutation Rate,136630,"MENTAL RETARDATION, FRA12A TYPE",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|SonicParanoid|Ensembl Compara,8,9
DMAP1,DNA methyltransferase 1 associated protein 1,55929,605077,SWC4,YGR002C,SWr Complex,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|Ensembl Compara,7,9
DNAJA1,"DnaJ (Hsp40) homolog, subfamily A, member 1",3301,602837,APJ1,YNL077W,Anti-Prion DnaJ,,,DiOPT,PANTHER|PhylomeDB|Ensembl Compara,3,9
DNAJA1,"DnaJ (Hsp40) homolog, subfamily A, member 1",3301,602837,YDJ1,YNL064C,Yeast dnaJ,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|SonicParanoid,5,9
DNAJB1,"DnaJ (Hsp40) homolog, subfamily B, member 1",3337,604572,SIS1,YNL007C,SIt4 Suppressor,,,DiOPT,OrthoInspector|PANTHER|InParanoid|SonicParanoid|Ensembl Compara,5,9
DNAJB11,"DnaJ (Hsp40) homolog, subfamily B, member 11",51726,611341,SCJ1,YMR214W,S. Cerevisiae DnaJ,,,DiOPT,PhylomeDB|OrthoFinder,2,9
DNAJB13,"DnaJ (Hsp40) homolog, subfamily B, member 13",374407,610263,SIS1,YNL007C,SIt4 Suppressor,,,DiOPT,InParanoid|OrthoInspector|SonicParanoid,3,9
DNAJB7,"DnaJ (Hsp40) homolog, subfamily B, member 7",150353,611336,HLJ1,YMR161W,HomoLogous to E. coli dnaJ protein,,,DiOPT,InParanoid|Ensembl Compara|OrthoFinder,3,9
DNAJC6,"DnaJ (Hsp40) homolog, subfamily C, member 6",9829,608375,SWA2,YDR320C,Synthetic lethal With Arf1,615528,"PARKINSON DISEASE 19, JUVENILE-ONSET; PARK19",DiOPT,OrthoInspector|PANTHER|Ensembl Compara|OrthoFinder,4,9
DOCK4,dedicator of cytokinesis 4,9732,607679,DCK1,YLR422W,DoCK1 homolog,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,6,9
DOLK,dolichol kinase,22845,610746,SEC59,YMR013C,SECretory,610768,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|SonicParanoid|Ensembl Compara,7,9
DPAGT1,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),1798,191350,ALG7,YBR243C,Asparagine-Linked Glycosylation,608093,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DPAGT1,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),1798,191350,ALG7,YBR243C,Asparagine-Linked Glycosylation,614750,"MYASTHENIC SYNDROME, CONGENITAL, 13; CMS13",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DPH1,diphthamide biosynthesis 1,1801,603527,DPH1,YIL103W,DiPHthamide biosynthesis,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,8,9
DPH2,DPH2 homolog,1802,603456,DPH2,YKL191W,DiPHthamide,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DPH3,diphthamide biosynthesis 3,285381,608959,KTI11,YBL071W-A,Kluveromyces lactis Toxin Insensitive,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid,7,9
DPM1,"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit",8813,603503,DPM1,YPR183W,Dolichol Phosphate Mannose synthase,608799,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E",DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|Ensembl Compara,8,9
DRAP1,DR1-associated protein 1 (negative cofactor 2 alpha),10589,602289,BUR6,YER159C,Bypass UAS Requirement,,,DiOPT,OrthoInspector|PANTHER|OrthoFinder|Hieranoid|SonicParanoid|Ensembl Compara,6,9
DRG1,developmentally regulated GTP binding protein 1,4733,603952,RBG1,YAL036C,RiBosome interacting Gtpase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DTD1,D-tyrosyl-tRNA deacylase 1,92675,610996,DTD1,YDL219W,D-Tyr-tRNA(Tyr) Deacylase,,,DiOPT,OrthoInspector|PhylomeDB|PANTHER|OrthoFinder|InParanoid|Hieranoid|OMA|SonicParanoid|Ensembl Compara,9,9
DUSP5,dual specificity phosphatase 5,1847,603069,MSG5,YNL053W,Multicopy Suppressor of GPA1,,,DiOPT,Ensembl Compara|SonicParanoid|PANTHER,3,9
